user_id,experienced,group,patient_id,transform_type,task_id,task_index,duration_seconds,a_vertebralis_r_rel,a_vertebralis_r_abs_5,a_vertebralis_l_rel,a_vertebralis_l_abs_5,a_carotisexterna_r_rel,a_carotisexterna_r_abs_5,a_carotisexterna_l_rel,a_carotisexterna_l_abs_5,lymph_node_abs,lymph_node_tre_linear,lymph_node_tre_nonlinear,recurrence,slider_total_distance_mm,slider_usage_count,pan_total_distance_px,pan_usage_count,zoom_total_distance_px,zoom_usage_count,window_level_total_distance_px,window_level_usage_count,drag_scroll_total_distance_px,drag_scroll_usage_count,wheel_scroll_distance_c,double_click_Red1_count,double_click_Red2_count,double_click_Green1_count,double_click_Green2_count,double_click_Yellow1_count,double_click_Yellow2_count,synchronised_count,arrow_key_Red1_count,arrow_key_Red2_count,arrow_key_Green1_count,arrow_key_Green2_count,arrow_key_Yellow1_count,arrow_key_Yellow2_count
rad_1,False,1,fEHc3cCOu-M,TransformType.NONLINEAR,a_carotisexterna_l,task_idx_0228,8.716,,,,,,,0.8056512561300595,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,hkvdD_XVYqo,TransformType.NONE,a_vertebralis_r,task_idx_0039,165.18,2.677351804296781,True,,,,,,,,,,,0.0,0.0,1207.728366252638,31.0,1278.8806214916729,59.0,387.51242059212126,32.0,0.0,0.0,726.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,hkvdD_XVYqo,TransformType.NONE,a_vertebralis_l,task_idx_0040,67.508,,,3.906193748365177,True,,,,,,,,,0.0,0.0,256.95905564709165,19.0,52.41173631183176,12.0,0.0,0.0,0.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,hkvdD_XVYqo,TransformType.NONE,a_carotisexterna_r,task_idx_0041,122.645,,,,,1.210762099558915,True,,,,,,,0.0,0.0,2417.4608750640064,70.0,993.3240887218924,60.0,0.0,0.0,0.0,0.0,901.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,hkvdD_XVYqo,TransformType.NONE,a_carotisexterna_l,task_idx_0042,42.015,,,,,,,1.2736794936064666,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,CSSdmYlgjew,TransformType.NONE,a_vertebralis_r,task_idx_0057,65.984,1.6870662965671646,True,,,,,,,,,,,76.50000000000003,29.0,481.86754681164206,10.0,177.08375295888678,12.0,0.0,0.0,0.0,0.0,497.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,CSSdmYlgjew,TransformType.NONE,a_vertebralis_l,task_idx_0058,52.286,,,1.6588898381452877,True,,,,,,,,,0.0,0.0,0.0,0.0,110.99404400077567,17.0,0.0,0.0,0.0,0.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,CSSdmYlgjew,TransformType.NONE,a_carotisexterna_r,task_idx_0059,65.745,,,,,1.897061382798712,True,,,,,,,0.0,0.0,445.0562797011683,15.0,35.11125977796865,6.0,0.0,0.0,0.0,0.0,461.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,CSSdmYlgjew,TransformType.NONE,a_carotisexterna_l,task_idx_0060,34.08,,,,,,,1.5128230627576995,True,,,,,0.0,0.0,196.00485425454477,8.0,0.0,0.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,WeMcC01ZNgY,TransformType.NONE,a_vertebralis_r,task_idx_0069,109.652,17.34227310093055,False,,,,,,,,,,,234.2,72.0,1161.131830617459,12.0,585.9667974816974,36.0,0.0,0.0,0.0,0.0,680.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,WeMcC01ZNgY,TransformType.NONE,a_vertebralis_l,task_idx_0070,89.476,,,0.8415774033410727,True,,,,,,,,,0.0,0.0,310.6956909412863,9.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,WeMcC01ZNgY,TransformType.NONE,a_carotisexterna_r,task_idx_0071,34.163,,,,,1.190135859688394,True,,,,,,,92.8,12.0,2113.882639530424,66.0,65.74666356412826,11.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,WeMcC01ZNgY,TransformType.NONE,a_carotisexterna_l,task_idx_0072,35.095,,,,,,,0.9148984110662192,True,,,,,0.0,0.0,435.5196236841104,22.0,219.8525243733885,13.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,g-chOlbtzBQ,TransformType.NONE,a_vertebralis_r,task_idx_0087,117.853,1.0157187702928183,True,,,,,,,,,,,0.0,0.0,824.755109384127,38.0,917.1599042716904,54.0,0.0,0.0,0.0,0.0,629.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,g-chOlbtzBQ,TransformType.NONE,a_vertebralis_l,task_idx_0088,63.261,,,8.929961070725751,False,,,,,,,,,0.0,0.0,439.1816580264238,13.0,55.0,8.0,0.0,0.0,0.0,0.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,g-chOlbtzBQ,TransformType.NONE,a_carotisexterna_r,task_idx_0089,37.713,,,,,15.848151665158602,False,,,,,,,18.90000000000001,5.0,217.09008989367328,12.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,g-chOlbtzBQ,TransformType.NONE,a_carotisexterna_l,task_idx_0090,24.465,,,,,,,2.2159501855960744,True,,,,,0.0,0.0,112.66645770289986,6.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,F-JlS0Cl1K0,TransformType.NONE,a_vertebralis_r,task_idx_0129,143.717,4.9916970707834905,True,,,,,,,,,,,0.0,0.0,557.4408102105533,23.0,45.06659275674582,5.0,0.0,0.0,0.0,0.0,992.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,F-JlS0Cl1K0,TransformType.NONE,a_vertebralis_l,task_idx_0130,121.312,,,16.070841933028507,False,,,,,,,,,0.0,0.0,121.53506717439376,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,F-JlS0Cl1K0,TransformType.NONE,a_carotisexterna_r,task_idx_0131,19.945,,,,,1.5005990423542277,True,,,,,,,0.0,0.0,91.03818413491062,6.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,F-JlS0Cl1K0,TransformType.NONE,a_carotisexterna_l,task_idx_0132,15.672,,,,,,,1.9235517939648197,True,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,I307KZkh1VM,TransformType.NONE,a_vertebralis_r,task_idx_0135,30.886,0.4283143894644559,True,,,,,,,,,,,40.80000000000001,22.0,168.21485979118086,7.0,60.833749757226016,9.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,I307KZkh1VM,TransformType.NONE,a_vertebralis_l,task_idx_0136,71.734,,,0.9757658741002228,True,,,,,,,,,0.0,0.0,208.9746095394899,14.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,I307KZkh1VM,TransformType.NONE,a_carotisexterna_r,task_idx_0137,15.951,,,,,0.9067849395470804,True,,,,,,,70.4,30.0,140.84742114241743,5.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,I307KZkh1VM,TransformType.NONE,a_carotisexterna_l,task_idx_0138,30.638,,,,,,,1.7069066915085973,True,,,,,0.0,0.0,110.94639404478488,10.0,274.7974401550159,12.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,yYcNJD5knnY,TransformType.NONE,a_vertebralis_r,task_idx_0141,49.019,1.5836782289948947,True,,,,,,,,,,,0.0,0.0,577.0646671293372,32.0,70.4742976435027,8.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,yYcNJD5knnY,TransformType.NONE,a_vertebralis_l,task_idx_0142,22.195,,,0.9046344058235124,True,,,,,,,,,0.0,0.0,189.4199134459784,11.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,yYcNJD5knnY,TransformType.NONE,a_carotisexterna_r,task_idx_0143,14.538,,,,,1.0400828423537296,True,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,yYcNJD5knnY,TransformType.NONE,a_carotisexterna_l,task_idx_0144,13.705,,,,,,,0.5027316100071972,True,,,,,0.0,0.0,331.9634706422028,11.0,86.98583443976034,10.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,VUIaoA1iqhI,TransformType.NONE,a_vertebralis_r,task_idx_0159,55.164,0.9621792941042732,True,,,,,,,,,,,92.6,36.0,69.13446779494843,5.0,44.25779684394247,7.0,244.5593355330652,21.0,0.0,0.0,415.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,VUIaoA1iqhI,TransformType.NONE,a_vertebralis_l,task_idx_0160,45.994,,,29.57696660324505,False,,,,,,,,,0.0,0.0,376.7988081945086,17.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,VUIaoA1iqhI,TransformType.NONE,a_carotisexterna_r,task_idx_0161,21.316,,,,,0.6563096319973261,True,,,,,,,111.5,10.0,612.9818537147654,22.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,VUIaoA1iqhI,TransformType.NONE,a_carotisexterna_l,task_idx_0162,12.014,,,,,,,4.636916007604065,True,,,,,0.0,0.0,77.27633440041882,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,XKgRKTaLeEo,TransformType.NONE,a_vertebralis_r,task_idx_0171,64.08,25.164232483660903,False,,,,,,,,,,,0.0,0.0,280.2481448534341,12.0,0.0,0.0,140.2328041536423,28.0,0.0,0.0,455.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,XKgRKTaLeEo,TransformType.NONE,a_vertebralis_l,task_idx_0172,43.591,,,1.4941014801233283,True,,,,,,,,,0.0,0.0,515.8595725980564,20.0,33.274562336608895,4.0,0.0,0.0,0.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,XKgRKTaLeEo,TransformType.NONE,a_carotisexterna_r,task_idx_0173,100.97,,,,,1.8409333944233184,True,,,,,,,113.4,11.0,1774.9949523063578,81.0,146.16669566854347,18.0,0.0,0.0,0.0,0.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,XKgRKTaLeEo,TransformType.NONE,a_carotisexterna_l,task_idx_0174,32.77,,,,,,,2.4707941349454585,True,,,,,0.0,0.0,134.94281643221663,13.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,urqkluKweXA,TransformType.NONE,a_vertebralis_r,task_idx_0189,32.062,0.8629332063343015,True,,,,,,,,,,,0.0,0.0,97.35132070910794,10.0,79.60903724600324,10.0,0.0,0.0,0.0,0.0,231.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,urqkluKweXA,TransformType.NONE,a_vertebralis_l,task_idx_0190,66.619,,,1.7050115898443905,True,,,,,,,,,0.0,0.0,266.5145619170666,13.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,urqkluKweXA,TransformType.NONE,a_carotisexterna_r,task_idx_0191,19.191,,,,,0.434777424475826,True,,,,,,,0.0,0.0,220.6976979661727,14.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,urqkluKweXA,TransformType.NONE,a_carotisexterna_l,task_idx_0192,10.623,,,,,,,0.686044107532008,True,,,,,0.0,0.0,73.21133990803654,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,TwU508CCA9Y,TransformType.NONE,a_vertebralis_r,task_idx_0219,69.243,1.7944955600300458,True,,,,,,,,,,,84.80000000000001,27.0,437.1024106883971,8.0,19.0,6.0,0.0,0.0,0.0,0.0,456.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,TwU508CCA9Y,TransformType.NONE,a_vertebralis_l,task_idx_0220,58.36,,,6.779578646259058,False,,,,,,,,,0.0,0.0,171.6574786903062,14.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,TwU508CCA9Y,TransformType.NONE,a_carotisexterna_r,task_idx_0221,18.166,,,,,1.3680703140950432,True,,,,,,,51.2,12.0,605.2678891168052,23.0,66.96982952080674,5.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,TwU508CCA9Y,TransformType.NONE,a_carotisexterna_l,task_idx_0222,84.759,,,,,,,2.168281732467237,True,,,,,0.0,0.0,421.9274939651997,19.0,85.89311656313342,15.0,0.0,0.0,0.0,0.0,484.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,fEHc3cCOu-M,TransformType.NONE,a_vertebralis_r,task_idx_0225,43.56,1.664429378754307,True,,,,,,,,,,,119.70000000000002,36.0,1158.189454715791,10.0,66.13151372426508,4.0,0.0,0.0,0.0,0.0,202.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,fEHc3cCOu-M,TransformType.NONE,a_vertebralis_l,task_idx_0226,57.945,,,1.929177954266154,True,,,,,,,,,0.0,0.0,753.091612640802,17.0,81.99701164835759,12.0,0.0,0.0,0.0,0.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,fEHc3cCOu-M,TransformType.NONE,a_carotisexterna_r,task_idx_0227,28.52,,,,,1.304042635522983,True,,,,,,,56.70000000000002,35.0,672.6681495128108,20.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rad_3,False,2,fEHc3cCOu-M,TransformType.NONE,a_carotisexterna_l,task_idx_0228,26.635,,,,,,,1.1112044223324582,True,,,,,13.5,6.0,283.69124420869764,14.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
